Name,Type,Nominal,Low tolerance,High tolerance,Meas 01,Meas 02,Meas 03,Meas 04,Meas 05,Meas 06,Meas 07,Meas 08,Meas 09,Meas 10,Meas 11,Meas 12,Meas 13,Meas 14,Mean,Standard deviation,Min value,Max value,Range,Status
GAP_DECORATIVE_PANEL,Z,760.3590,-0.5000,0.5000,760.6141,774.8923,780.4288,782.3181,783.5339,784.3072,785.8658,760.6195,774.8688,780.3683,782.2757,783.4705,784.2341,785.8755,760.6731,774.9449,780.4721,782.3467,783.5577,784.3216,785.8613,760.6236,774.8877,780.4076,782.3028,783.5078,784.2761,785.8695,760.6106,774.8793,780.4108,782.3018,783.5177,784.2894,785.8693,760.6128,774.8878,780.4172,782.3129,783.5241,784.2974,785.8677,760.6048,774.8928,780.4344,782.3227,783.5391,784.3090,785.8661,760.6542,774.9252,780.4410,782.3260,783.5328,784.2971,785.8660,760.5854,774.8544,780.3830,782.2839,783.4960,784.2652,785.8724,760.5771,774.8472,780.3667,782.2786,783.4804,784.2481,785.8742,760.6033,774.8873,780.4227,782.3149,783.5279,784.2930,785.8678,760.5813,774.8460,780.3605,782.2700,783.4712,784.2404,785.8759,760.6030,774.8868,780.4296,782.3206,783.5372,784.3029,785.8666,760.6030,774.8682,780.3843,782.2870,783.4902,784.2586,785.8732,778.8390,8.1768,785.8759,760.5771,25.2988,14
GAP_DECORATIVE_PANEL,Point-Profile,0.0000,-0.5000,0.5000,-0.6286,-0.9777,-1.3373,-1.2592,-1.4727,-1.4910,-0.7795,-0.0005,0.0009,0.0006,0.0152,-0.0388,0.0235,-0.0010,-0.6469,-0.9261,-1.2036,-1.0954,-1.2312,-1.2157,-0.5186,-0.0004,0.0007,0.0005,0.0117,-0.0300,0.0182,-0.0007,-0.7790,-1.0970,-1.4286,-1.3717,-1.5579,-1.5524,-0.8901,-0.0005,0.0010,0.0007,0.0163,-0.0417,0.0253,-0.0010,-0.6588,-0.9732,-1.2928,-1.2024,-1.3766,-1.3776,-0.6719,-0.0004,0.0008,0.0005,0.0135,-0.0345,0.0209,-0.0009,-0.6213,-0.9480,-1.3001,-1.1994,-1.4084,-1.4242,-0.6967,-0.0005,0.0009,0.0006,0.0148,-0.0380,0.0230,-0.0009,-0.6311,-0.9721,-1.3155,-1.2366,-1.4373,-1.4561,-0.7263,-0.0004,0.0008,0.0006,0.0136,-0.0347,0.0211,-0.0009,-0.6088,-0.9768,-1.3466,-1.2789,-1.4908,-1.5129,-0.7738,-0.0005,0.0009,0.0006,0.0143,-0.0365,0.0221,-0.0009,-0.7320,-1.0462,-1.3618,-1.2960,-1.4650,-1.4607,-0.7729,-0.0005,0.0009,0.0006,0.0140,-0.0358,0.0217,-0.0009,-0.5616,-0.8937,-1.2402,-1.1253,-1.3220,-1.3321,-0.6129,-0.0005,0.0009,0.0006,0.0143,-0.0365,0.0221,-0.0009,-0.5408,-0.8726,-1.2079,-1.1028,-1.2758,-1.2662,-0.5451,-0.0005,0.0009,0.0006,0.0147,-0.0376,0.0228,-0.0009,-0.6101,-0.9661,-1.3253,-1.2468,-1.4464,-1.4481,-0.7274,-0.0005,0.0010,0.0006,0.0160,-0.0410,0.0249,-0.0010,-0.5520,-0.8664,-1.1874,-1.0689,-1.2365,-1.2329,-0.5196,-0.0004,0.0008,0.0005,0.0132,-0.0337,0.0205,-0.0008,-0.6048,-0.9712,-1.3404,-1.2700,-1.4817,-1.4856,-0.7631,-0.0006,0.0010,0.0007,0.0171,-0.0436,0.0265,-0.0011,-0.6016,-0.9190,-1.2377,-1.1366,-1.3067,-1.3045,-0.5867,-0.0004,0.0008,0.0005,0.0133,-0.0341,0.0207,-0.0008,-0.5401,0.5855,0.0265,-1.5579,1.5844,50
FLUSH_FRAME_1,X,1300.8470,-0.5000,0.5000,1300.8738,1300.8775,1300.8854,1300.8765,1300.8742,1300.8738,1300.8730,1300.8834,1300.8693,1300.8692,1300.8722,1300.8697,1300.8721,1300.8733,1300.8745,0.0048,1300.8854,1300.8692,0.0162,100
FLUSH_FRAME_1,Y,-727.2170,-0.5000,0.5000,-727.6038,-727.6830,-727.7724,-727.6519,-727.6043,-727.6353,-727.5973,-727.7575,-727.5463,-727.5417,-727.5905,-727.5475,-727.5782,-727.6102,-727.6228,0.0722,-727.5417,-727.7724,0.2307,86
FLUSH_FRAME_1,Z,759.5910,-0.5000,0.5000,759.5473,759.5381,759.5290,759.5418,759.5476,759.5442,759.5494,759.5310,759.5544,759.5553,759.5499,759.5541,759.5504,759.5472,759.5457,0.0082,759.5553,759.5290,0.0263,100
FLUSH_FRAME_1,Point-Profile,0.0000,-0.5000,0.5000,-0.3902,-0.4700,-0.5602,-0.4387,-0.3907,-0.4218,-0.3834,-0.5450,-0.3321,-0.3274,-0.3766,-0.3333,-0.3643,-0.3965,-0.4093,0.0728,-0.3274,-0.5602,0.2328,86
FLUSH_FRAME_2,X,1319.9390,-0.5000,0.5000,1319.9603,1319.9643,1319.9703,1319.9645,1319.9612,1319.9634,1319.9609,1319.9706,1319.9576,1319.9567,1319.9612,1319.9580,1319.9589,1319.9627,1319.9622,0.0042,1319.9706,1319.9567,0.0139,100
FLUSH_FRAME_2,Y,-725.9390,-0.5000,0.5000,-726.2024,-726.2623,-726.3361,-726.2400,-726.2101,-726.2316,-726.2000,-726.3249,-726.1580,-726.1648,-726.2019,-726.1673,-726.1929,-726.2178,-726.2222,0.0543,-726.1580,-726.3361,0.1781,100
FLUSH_FRAME_2,Z,760.1250,-0.5000,0.5000,760.0944,760.0872,760.0797,760.0907,760.0935,760.0913,760.0926,760.0804,760.0978,760.0988,760.0939,760.0974,760.0943,760.0924,760.0917,0.0058,760.0988,760.0797,0.0191,100
FLUSH_FRAME_2,Point-Profile,0.0000,-0.5000,0.5000,-0.2661,-0.3265,-0.4009,-0.3041,-0.2739,-0.2956,-0.2639,-0.3898,-0.2215,-0.2280,-0.2657,-0.2308,-0.2565,-0.2817,-0.2861,0.0547,-0.2215,-0.4009,0.1794,100
FLUSH_FRAME_3,X,1337.0750,-0.5000,0.5000,1337.0889,1337.0920,1337.0968,1337.0913,1337.0892,1337.0929,1337.0880,1337.0969,1337.0857,1337.0856,1337.0867,1337.0864,1337.0872,1337.0891,1337.0898,0.0038,1337.0969,1337.0856,0.0113,100
FLUSH_FRAME_3,Y,-724.5290,-0.5000,0.5000,-724.6769,-724.7043,-724.7671,-724.6995,-724.6859,-724.7063,-724.6781,-724.7574,-724.6473,-724.6447,-724.6750,-724.6464,-724.6690,-724.6786,-724.6883,0.0371,-724.6447,-724.7671,0.1224,100
FLUSH_FRAME_3,Z,760.3660,-0.5000,0.5000,760.3477,760.3466,760.3393,760.3465,760.3483,760.3463,760.3486,760.3404,760.3508,760.3512,760.3484,760.3511,760.3501,760.3481,760.3474,0.0036,760.3512,760.3393,0.0119,100
FLUSH_FRAME_3,Point-Profile,0.0000,-0.5000,0.5000,-0.1496,-0.1772,-0.2406,-0.1724,-0.1585,-0.1793,-0.1506,-0.2308,-0.1197,-0.1171,-0.1475,-0.1188,-0.1414,-0.1513,-0.1611,0.0375,-0.1171,-0.2406,0.1235,100
FLUSH_FRAME_4,X,1358.3790,-0.5000,0.5000,1358.3843,1358.3874,1358.3909,1358.3866,1358.3867,1358.3903,1358.3862,1358.3915,1358.3867,1358.3820,1358.3838,1358.3832,1358.3825,1358.3863,1358.3863,0.0030,1358.3915,1358.3820,0.0095,100
FLUSH_FRAME_4,Y,-722.4780,-0.5000,0.5000,-722.5261,-722.5484,-722.5775,-722.5424,-722.5461,-722.5715,-722.5445,-722.5908,-722.5390,-722.5034,-722.5126,-722.5074,-722.5120,-722.5227,-722.5389,0.0271,-722.5034,-722.5908,0.0874,100
FLUSH_FRAME_4,Z,760.9870,-0.5000,0.5000,760.9788,760.9776,760.9746,760.9773,760.9774,760.9759,760.9780,760.9724,760.9766,760.9828,760.9816,760.9817,760.9824,760.9794,760.9783,0.0030,760.9828,760.9724,0.0104,100
FLUSH_FRAME_4,Point-Profile,0.0000,-0.5000,0.5000,-0.0490,-0.0715,-0.1010,-0.0655,-0.0692,-0.0948,-0.0675,-0.1144,-0.0623,-0.0259,-0.0353,-0.0301,-0.0345,-0.0458,-0.0619,0.0274,-0.0259,-0.1144,0.0885,100
GAP_FRAME_4,X,1358.0090,-0.5000,0.5000,1358.0436,1358.0444,1358.0481,1358.0461,1358.0460,1358.0471,1358.0451,1358.0468,1358.0442,1358.0408,1358.0448,1358.0427,1358.0438,1358.0434,1358.0448,0.0019,1358.0481,1358.0408,0.0073,100
GAP_FRAME_4,Y,-723.0140,-0.5000,0.5000,-723.3569,-723.3555,-723.3971,-723.3650,-723.3687,-723.3815,-723.3642,-723.3885,-723.3534,-723.3273,-723.3478,-723.3323,-723.3457,-723.3435,-723.3591,0.0202,-723.3273,-723.3971,0.0698,100
GAP_FRAME_4,Z,756.4760,-0.5000,0.5000,756.6519,756.6508,756.6712,756.6549,756.6544,756.6620,756.6554,756.6689,756.6483,756.6377,756.6463,756.6385,756.6433,756.6452,756.6521,0.0101,756.6712,756.6377,0.0335,100
GAP_FRAME_4,Point-Profile,0.0000,-0.5000,0.5000,-0.3870,-0.3853,-0.4317,-0.3957,-0.3988,-0.4136,-0.3951,-0.4230,-0.3823,-0.3540,-0.3764,-0.3590,-0.3731,-0.3720,-0.3891,0.0226,-0.3540,-0.4317,0.0777,100
GAP_FRAME_3,X,1336.5940,-0.5000,0.5000,1336.6347,1336.6347,1336.6397,1336.6360,1336.6362,1336.6361,1336.6334,1336.6383,1336.6325,1336.6311,1336.6332,1336.6318,1336.6325,1336.6341,1336.6346,0.0025,1336.6397,1336.6311,0.0086,100
GAP_FRAME_3,Y,-725.1720,-0.5000,0.5000,-725.7220,-725.7231,-725.7928,-725.7338,-725.7313,-725.7357,-725.7185,-725.7657,-725.6951,-725.6777,-725.7095,-725.6862,-725.7055,-725.7024,-725.7214,0.0305,-725.6777,-725.7928,0.1151,0
GAP_FRAME_3,Z,755.7460,-0.5000,0.5000,756.0545,756.0537,756.0909,756.0648,756.0563,756.0596,756.0499,756.0774,756.0428,756.0279,756.0474,756.0299,756.0440,756.0447,756.0531,0.0168,756.0909,756.0279,0.0630,100
GAP_FRAME_3,Point-Profile,0.0000,-0.5000,0.5000,-0.6319,-0.6325,-0.7116,-0.6473,-0.6410,-0.6464,-0.6266,-0.6814,-0.6027,-0.5802,-0.6175,-0.5886,-0.6123,-0.6101,-0.6307,0.0349,-0.5802,-0.7116,0.1314,0
GAP_FRAME_2,X,1318.4140,-0.5000,0.5000,1318.4502,1318.4506,1318.4553,1318.4508,1318.4514,1318.4505,1318.4501,1318.4555,1318.4466,1318.4477,1318.4484,1318.4479,1318.4482,1318.4508,1318.4503,0.0026,1318.4555,1318.4466,0.0089,100
GAP_FRAME_2,Y,-726.5840,-0.5000,0.5000,-727.2039,-727.2073,-727.3010,-727.2212,-727.2065,-727.2054,-727.1886,-727.2610,-727.1589,-727.1498,-727.1950,-727.1597,-727.1874,-727.1864,-727.2023,0.0400,-727.1498,-727.3010,0.1512,0
GAP_FRAME_2,Z,755.3420,-0.5000,0.5000,755.6712,755.6768,755.7183,755.6802,755.6750,755.6760,755.6609,755.7019,755.6450,755.6448,755.6674,755.6442,755.6629,755.6635,755.6706,0.0209,755.7183,755.6442,0.0741,100
GAP_FRAME_2,Point-Profile,0.0000,-0.5000,0.5000,-0.7028,-0.7084,-0.8107,-0.7223,-0.7069,-0.7064,-0.6845,-0.7678,-0.6506,-0.6426,-0.6931,-0.6510,-0.6842,-0.6838,-0.7011,0.0451,-0.6426,-0.8107,0.1681,0
GAP_FRAME_1,X,1299.5210,-0.5000,0.5000,1299.5544,1299.5540,1299.5588,1299.5543,1299.5537,1299.5541,1299.5522,1299.5580,1299.5500,1299.5504,1299.5532,1299.5503,1299.5532,1299.5536,1299.5536,0.0025,1299.5588,1299.5500,0.0088,100
GAP_FRAME_1,Y,-727.8540,-0.5000,0.5000,-728.6095,-728.6173,-728.7286,-728.6319,-728.6101,-728.6037,-728.5868,-728.6775,-728.5485,-728.5495,-728.6089,-728.5598,-728.6015,-728.5986,-728.6094,0.0480,-728.5485,-728.7286,0.1801,0
GAP_FRAME_1,Z,754.7660,-0.5000,0.5000,755.1826,755.1863,755.2458,755.1905,755.1804,755.1765,755.1677,755.2160,755.1427,755.1497,755.1789,755.1492,755.1683,755.1707,755.1789,0.0269,755.2458,755.1427,0.1031,100
GAP_FRAME_1,Point-Profile,0.0000,-0.5000,0.5000,-0.8634,-0.8720,-0.9983,-0.8868,-0.8628,-0.8554,-0.8363,-0.9392,-0.7906,-0.7949,-0.8611,-0.8037,-0.8495,-0.8481,-0.8616,0.0550,-0.7906,-0.9983,0.2077,0
FLUSH_FRAME_5,X,1392.7350,-0.5000,0.5000,1392.7177,1392.7158,1392.7149,1392.7171,1392.7192,1392.7259,1392.7200,1392.7207,1392.7268,1392.7182,1392.7171,1392.7177,1392.7165,1392.7175,1392.7189,0.0035,1392.7268,1392.7149,0.0119,100
FLUSH_FRAME_5,Y,-718.4230,-0.5000,0.5000,-718.2955,-718.2975,-718.2913,-718.2966,-718.3210,-718.3460,-718.3247,-718.3257,-718.3554,-718.3074,-718.2911,-718.3111,-718.2879,-718.2946,-718.3104,0.0213,-718.2879,-718.3554,0.0675,100
FLUSH_FRAME_5,Z,762.1260,-0.5000,0.5000,762.1487,762.1490,762.1492,762.1470,762.1437,762.1391,762.1432,762.1426,762.1368,762.1465,762.1494,762.1456,762.1493,762.1475,762.1455,0.0040,762.1494,762.1368,0.0126,100
FLUSH_FRAME_5,Point-Profile,0.0000,-0.5000,0.5000,0.1307,0.1290,0.1352,0.1294,0.1047,0.0786,0.1009,0.0997,0.0689,0.1186,0.1352,0.1149,0.1383,0.1314,0.1154,0.0220,0.1383,0.0689,0.0694,100
GAP_FRAME_5,X,1392.5420,-0.5000,0.5000,1392.5484,1392.5491,1392.5442,1392.5488,1392.5499,1392.5514,1392.5506,1392.5516,1392.5515,1392.5471,1392.5491,1392.5470,1392.5485,1392.5450,1392.5487,0.0023,1392.5516,1392.5442,0.0074,100
GAP_FRAME_5,Y,-718.9190,-0.5000,0.5000,-718.9396,-718.9351,-718.9330,-718.9368,-718.9440,-718.9714,-718.9581,-718.9538,-718.9615,-718.9325,-718.9266,-718.9335,-718.9247,-718.9255,-718.9411,0.0146,-718.9247,-718.9714,0.0467,100
GAP_FRAME_5,Z,757.2840,-0.5000,0.5000,757.2940,757.2905,757.2878,757.2926,757.2984,757.3087,757.3046,757.2990,757.3102,757.2874,757.2870,757.2909,757.2868,757.2885,757.2947,0.0082,757.3102,757.2868,0.0234,100
GAP_FRAME_5,Point-Profile,0.0000,-0.5000,0.5000,-0.0234,-0.0179,-0.0143,-0.0203,-0.0295,-0.0585,-0.0448,-0.0385,-0.0506,-0.0139,-0.0088,-0.0165,-0.0070,-0.0081,-0.0251,0.0167,-0.0070,-0.0585,0.0515,100
FLUSH_FRAME_6,X,1406.0640,-0.5000,0.5000,1405.2576,1405.2939,1405.2769,1405.2872,1405.2853,1405.3091,1405.2796,1405.3242,1405.3333,1405.2430,1405.2167,1405.2526,1405.2266,1405.2436,1405.2735,0.0352,1405.3333,1405.2167,0.1166,0
FLUSH_FRAME_6,Y,-727.0580,-0.5000,0.5000,-727.4270,-727.4145,-727.4211,-727.4062,-727.4169,-727.4030,-727.4087,-727.4050,-727.3871,-727.4371,-727.4474,-727.4323,-727.4357,-727.4362,-727.4199,0.0169,-727.3871,-727.4474,0.0603,100
FLUSH_FRAME_6,Z,760.1950,-0.5000,0.5000,760.4664,760.4583,760.4605,760.4542,760.4593,760.4493,760.4533,760.4492,760.4425,760.4741,760.4794,760.4703,760.4723,760.4748,760.4617,0.0113,760.4794,760.4425,0.0369,100
FLUSH_FRAME_6,Point-Profile,0.0000,-0.5000,0.5000,-0.9274,-0.8885,-0.9066,-0.8898,-0.8973,-0.8681,-0.8972,-0.8558,-0.8387,-0.9464,-0.9749,-0.9350,-0.9596,-0.9457,-0.9094,0.0404,-0.8387,-0.9749,0.1362,0
FLUSH_FRAME_7,X,1412.0080,-0.5000,0.5000,1411.4303,1411.4526,1411.4553,1411.4549,1411.4408,1411.4459,1411.4383,1411.4671,1411.4637,1411.4239,1411.4154,1411.4315,1411.4250,1411.4364,1411.4415,0.0157,1411.4671,1411.4154,0.0517,0
FLUSH_FRAME_7,Y,-735.2780,-0.5000,0.5000,-735.7739,-735.7616,-735.7724,-735.7709,-735.7797,-735.7725,-735.7825,-735.7577,-735.7713,-735.7966,-735.7971,-735.7959,-735.7906,-735.7933,-735.7797,0.0132,-735.7577,-735.7971,0.0394,50
FLUSH_FRAME_7,Z,761.5030,-0.5000,0.5000,761.7178,761.7085,761.7134,761.7121,761.7192,761.7155,761.7201,761.7093,761.7130,761.7275,761.7240,761.7244,761.7241,761.7224,761.7179,0.0061,761.7275,761.7085,0.0190,100
FLUSH_FRAME_7,Point-Profile,0.0000,-0.5000,0.5000,-0.7909,-0.7645,-0.7708,-0.7698,-0.7875,-0.7782,-0.7913,-0.7518,-0.7640,-0.8127,-0.8181,-0.8060,-0.8071,-0.8002,-0.7866,0.0206,-0.7518,-0.8181,0.0663,0
GAP_FRAME_7,X,1410.7130,-0.5000,0.5000,1410.6444,1410.6486,1410.6477,1410.6489,1410.6436,1410.6455,1410.6449,1410.6421,1410.6486,1410.6448,1410.6433,1410.6475,1410.6448,1410.6454,1410.6457,0.0022,1410.6489,1410.6421,0.0068,100
GAP_FRAME_7,Y,-736.1320,-0.5000,0.5000,-736.1707,-736.1706,-736.1700,-736.1692,-736.1733,-736.1698,-736.1719,-736.1686,-736.1697,-736.1724,-736.1695,-736.1729,-736.1693,-736.1720,-736.1707,0.0015,-736.1686,-736.1733,0.0047,100
GAP_FRAME_7,Z,759.2610,-0.5000,0.5000,759.7604,759.7568,759.7611,759.7504,759.7806,759.7693,759.7619,759.7655,759.7615,759.7760,759.7736,759.7718,759.7860,759.7821,759.7684,0.0104,759.7860,759.7504,0.0356,21
GAP_FRAME_7,Point-Profile,0.0000,-0.5000,0.5000,-0.5056,-0.5015,-0.5058,-0.4950,-0.5259,-0.5142,-0.5071,-0.5108,-0.5060,-0.5211,-0.5187,-0.5166,-0.5307,-0.5270,-0.5133,0.0105,-0.4950,-0.5307,0.0357,7
GAP_FRAME_6,X,1405.3120,-0.5000,0.5000,1405.1549,1405.1612,1405.1573,1405.1582,1405.1550,1405.1559,1405.1539,1405.1624,1405.1590,1405.1480,1405.1483,1405.1491,1405.1503,1405.1490,1405.1545,0.0049,1405.1624,1405.1480,0.0144,100
GAP_FRAME_6,Y,-728.7060,-0.5000,0.5000,-728.7026,-728.7064,-728.7060,-728.7043,-728.7050,-728.7048,-728.7050,-728.7044,-728.7028,-728.7025,-728.7026,-728.7050,-728.7066,-728.7056,-728.7045,0.0014,-728.7025,-728.7066,0.0041,100
GAP_FRAME_6,Z,757.9940,-0.5000,0.5000,758.6304,758.6140,758.6240,758.6137,758.6230,758.6143,758.6238,758.6090,758.5929,758.6399,758.6575,758.6326,758.6539,758.6444,758.6267,0.0180,758.6575,758.5929,0.0646,0
GAP_FRAME_6,Point-Profile,0.0000,-0.5000,0.5000,-0.6555,-0.6381,-0.6487,-0.6385,-0.6483,-0.6397,-0.6494,-0.6330,-0.6182,-0.6664,-0.6834,-0.6591,-0.6794,-0.6705,-0.6520,0.0184,-0.6182,-0.6834,0.0652,0
GAP_FRAME_1_BF,Point-Profile,0.0000,-0.1500,0.1500,-1.9804,-1.8924,-5.9321,-9.9268,-1.4308,-1.8662,-6.4422,-3.3489,-1.2445,-1.2322,-1.5681,-1.2217,-14.2755,-2.0032,-3.8832,3.9535,-1.2217,-14.2755,13.0538,0
GAP_FRAME_2_BF,Point-Profile,0.0000,-0.1500,0.1500,-1.8650,-1.7696,-5.9395,-10.1172,-1.3000,-1.7592,-6.5088,-3.2662,-1.1264,-1.1012,-1.4342,-1.0900,-14.6484,-1.8864,-3.8437,4.1052,-1.0900,-14.6484,13.5584,0
GAP_FRAME_3_BF,Point-Profile,0.0000,-0.1500,0.1500,-1.7740,-1.6791,-5.5819,-9.4917,-1.2491,-1.6850,-6.1393,-3.0833,-1.0972,-1.0585,-1.3640,-1.0491,-13.7052,-1.7839,-3.6244,3.8351,-1.0491,-13.7052,12.6561,0
GAP_FRAME_4_BF,Point-Profile,0.0000,-0.1500,0.1500,-1.6270,-1.5180,-5.8329,-10.2564,-1.0451,-1.5406,-6.5163,-3.0527,-0.9066,-0.8605,-1.1843,-0.8455,-15.0302,-1.6539,-3.7050,4.2927,-0.8455,-15.0302,14.1847,0
GAP_FRAME_5_BF,Point-Profile,0.0000,-0.1500,0.1500,-1.2461,-1.1396,-5.1111,-9.2209,-0.7010,-1.1751,-5.7958,-2.5581,-0.6044,-0.5510,-0.8309,-0.5361,-13.6146,-1.2614,-3.1676,3.9626,-0.5361,-13.6146,13.0785,0
GAP_FRAME_6_BF,Point-Profile,0.0000,-0.1500,0.1500,0.8146,0.6014,9.5550,19.7220,-0.3976,0.6439,11.2398,3.4382,-0.5082,-0.5879,0.0289,-0.6331,31.1483,1.0652,5.4379,9.5207,31.1483,-0.6331,31.7814,7
GAP_FRAME_7_BF,Point-Profile,0.0000,-0.1500,0.1500,0.7879,0.5768,8.9796,18.5770,-0.3776,0.6051,10.5791,3.2174,-0.4844,-0.5286,0.0632,-0.5746,29.3773,1.0254,5.1303,8.9697,29.3773,-0.5746,29.9519,7
FLUSH_FRAME_1_BF,Point-Profile,0.0000,-0.1500,0.1500,-0.0013,-0.0002,0.0013,-0.0006,-0.0010,-0.0032,-0.0024,-0.0000,-0.0039,0.0031,0.0033,0.0023,0.0027,0.0034,0.0003,0.0025,0.0034,-0.0039,0.0073,100
FLUSH_FRAME_2_BF,Point-Profile,0.0000,-0.1500,0.1500,0.0023,0.0003,-0.0023,0.0011,0.0018,0.0056,0.0042,0.0000,0.0070,-0.0055,-0.0059,-0.0041,-0.0049,-0.0060,-0.0005,0.0044,0.0070,-0.0060,0.0130,100
FLUSH_FRAME_3_BF,Point-Profile,0.0000,-0.1500,0.1500,-0.0001,-0.0000,0.0001,-0.0000,-0.0001,-0.0002,-0.0001,-0.0000,-0.0002,0.0003,0.0005,0.0002,0.0003,0.0003,0.0001,0.0002,0.0005,-0.0002,0.0007,100
FLUSH_FRAME_4_BF,Point-Profile,0.0000,-0.1500,0.1500,-0.0012,-0.0002,0.0012,-0.0006,-0.0010,-0.0030,-0.0023,-0.0000,-0.0038,0.0027,0.0028,0.0020,0.0024,0.0031,0.0001,0.0023,0.0031,-0.0038,0.0069,100
FLUSH_FRAME_5_BF,Point-Profile,0.0000,-0.1500,0.1500,0.0003,0.0000,-0.0003,0.0001,0.0002,0.0007,0.0005,0.0000,0.0009,-0.0006,-0.0006,-0.0004,-0.0005,-0.0007,-0.0000,0.0005,0.0009,-0.0007,0.0016,100
FLUSH_FRAME_6_BF,Point-Profile,0.0000,-0.1500,0.1500,-0.0001,-0.0000,0.0001,-0.0001,-0.0001,-0.0003,-0.0002,-0.0000,-0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0000,0.0002,0.0003,-0.0003,0.0006,100
FLUSH_FRAME_7_BF,Point-Profile,0.0000,-0.1500,0.1500,0.0001,0.0000,-0.0001,0.0001,0.0001,0.0003,0.0002,0.0000,0.0004,-0.0003,-0.0003,-0.0002,-0.0002,-0.0003,-0.0000,0.0002,0.0004,-0.0003,0.0007,100
GAP_PILLAR_FAIRING_1,X,1405.4660,-0.5000,0.5000,1404.6466,1404.6846,1404.6629,1404.6760,1404.6756,1404.6979,1404.6716,1404.7115,1404.7257,1404.6212,1404.5944,1404.6327,1404.6094,1404.6241,1404.6596,0.0395,1404.7257,1404.5944,0.1313,0
GAP_PILLAR_FAIRING_1,Y,-724.9120,-0.5000,0.5000,-725.2192,-725.2049,-725.2107,-725.2002,-725.2113,-725.1908,-725.2150,-725.1864,-725.1869,-725.2337,-725.2342,-725.2315,-725.2288,-725.2272,-725.2129,0.0172,-725.1864,-725.2342,0.0478,100
GAP_PILLAR_FAIRING_1,Z,761.0850,-0.5000,0.5000,761.3509,761.3429,761.3485,761.3401,761.3494,761.3336,761.3444,761.3297,761.3262,761.3645,761.3683,761.3627,761.3643,761.3625,761.3491,0.0138,761.3683,761.3262,0.0421,100
GAP_PILLAR_FAIRING_1,Point-Profile,0.0000,-0.5000,0.5000,-0.9146,-0.2311,-0.8734,-0.2150,-0.8965,-0.2346,-0.8787,-0.2180,-0.8855,-0.2390,-0.8541,-0.2096,-0.8889,-0.2174,-0.8393,-0.2226,-0.8257,-0.2193,-0.9462,-0.2411,-0.9715,-0.2418,-0.9346,-0.2385,-0.9551,-0.2497,-0.9408,-0.2405,-0.5651,0.3429,-0.2096,-0.9715,0.7619,50
GAP_PILLAR_FAIRING_2,X,1406.9900,-0.5000,0.5000,1406.2386,1406.2715,1406.2654,1406.2690,1406.2758,1406.2826,1406.2565,1406.3026,1406.3092,1406.2266,1406.1996,1406.2324,1406.2171,1406.2300,1406.2555,0.0325,1406.3092,1406.1996,0.1096,0
GAP_PILLAR_FAIRING_2,Y,-725.3400,-0.5000,0.5000,-725.6511,-725.6310,-725.6440,-725.6334,-725.6442,-725.6299,-725.6375,-725.6280,-725.6184,-725.6605,-725.6608,-725.6497,-725.6568,-725.6582,-725.6431,0.0137,-725.6184,-725.6608,0.0424,100
GAP_PILLAR_FAIRING_2,Z,765.2010,-0.5000,0.5000,765.4455,765.4374,765.4419,765.4359,765.4399,765.4353,765.4388,765.4297,765.4232,765.4510,765.4593,765.4494,765.4533,765.4535,765.4424,0.0101,765.4593,765.4232,0.0361,100
GAP_PILLAR_FAIRING_2,Point-Profile,0.0000,-0.5000,0.5000,-0.8492,-0.1652,-0.8104,-0.1515,-0.8219,-0.1595,-0.8131,-0.1519,-0.8122,-0.1652,-0.7996,-0.1548,-0.8265,-0.1545,-0.7796,-0.1625,-0.7683,-0.1617,-0.8649,-0.1592,-0.8913,-0.1612,-0.8553,-0.1587,-0.8726,-0.1668,-0.8617,-0.1609,-0.4950,0.3426,-0.1515,-0.8913,0.7398,50
GAP_PILLAR_FAIRING_3,X,1408.4960,-0.5000,0.5000,1407.7971,1407.8183,1407.8163,1407.8170,1407.8260,1407.8268,1407.8037,1407.8503,1407.8585,1407.7736,1407.7451,1407.7815,1407.7644,1407.7776,1407.8040,0.0326,1407.8585,1407.7451,0.1134,0
GAP_PILLAR_FAIRING_3,Y,-725.9960,-0.5000,0.5000,-726.3201,-726.3041,-726.3192,-726.3071,-726.3115,-726.2970,-726.3092,-726.2975,-726.2864,-726.3293,-726.3325,-726.3210,-726.3260,-726.3317,-726.3138,0.0143,-726.2864,-726.3325,0.0461,100
GAP_PILLAR_FAIRING_3,Z,768.8860,-0.5000,0.5000,769.1167,769.1104,769.1165,769.1105,769.1128,769.1061,769.1129,769.1025,769.0945,769.1218,769.1275,769.1210,769.1237,769.1270,769.1146,0.0095,769.1275,769.0945,0.0330,100
GAP_PILLAR_FAIRING_3,Point-Profile,0.0000,-0.5000,0.5000,-0.8042,-0.1204,-0.7775,-0.1189,-0.7871,-0.1250,-0.7799,-0.1191,-0.7745,-0.1279,-0.7660,-0.1217,-0.7930,-0.1213,-0.7448,-0.1281,-0.7309,-0.1247,-0.8298,-0.1244,-0.8575,-0.1278,-0.8194,-0.1230,-0.8370,-0.1317,-0.8288,-0.1283,-0.4597,0.3424,-0.1189,-0.8575,0.7386,50
